area_sqft,bedrooms,bathrooms,stories,house_age_years,parking_spaces,distance_to_city_km,location_score,furnished,price_inr
2555,5,5,1,24,0,13.0,1,Semi,1233193
1124,4,3,3,22,1,22.8,10,Yes,1958493
2390,2,2,3,24,3,21.1,9,Semi,1929819
1776,5,5,1,20,0,29.7,3,Semi,699572
2215,4,5,3,22,1,9.1,3,Semi,1399795
3266,5,5,3,26,2,15.4,4,No,1725164
802,3,3,1,15,3,10.6,1,Semi,770209
1138,2,2,2,30,0,13.8,9,Semi,1303604
555,4,5,1,13,2,25.9,3,Yes,1276256
1225,3,4,3,6,1,20.8,10,Yes,2575768
1025,3,3,3,27,1,26.6,4,Yes,500000
973,5,5,3,27,1,6.9,1,Yes,1503234
527,3,4,1,18,3,26.3,4,Semi,652765
2625,2,3,3,22,0,2.7,1,Semi,645570
3787,2,2,3,16,2,26.8,5,Yes,1409614
3957,1,1,1,8,0,10.5,5,Semi,1439135
864,2,2,2,25,3,10.1,7,Yes,1218394
3213,3,4,2,12,0,15.9,8,Semi,2388103
1025,2,2,3,21,3,28.3,4,Semi,501064
3246,5,5,1,4,1,2.4,7,Semi,3393778
1835,1,1,3,22,2,11.2,4,Yes,951220
1382,3,4,1,4,1,25.8,3,No,1426226
1530,1,1,1,9,0,12.5,6,Semi,958299
1526,3,3,2,20,1,6.8,4,Semi,1416595
2146,5,5,2,26,2,13.3,3,No,1112154
1418,1,1,1,9,1,12.2,9,Yes,2225739
3297,4,5,3,26,2,27.5,5,Semi,1738870
2910,3,2,2,6,2,23.1,7,Semi,1952965
2274,4,4,3,25,1,15.6,6,No,1547677
2031,1,1,2,14,3,29.7,10,Semi,1408616
3845,4,5,2,6,0,14.5,5,Semi,2800807
3353,4,4,3,28,3,2.7,7,Semi,2577779
3286,1,2,2,26,3,8.6,6,No,1126683
2406,5,5,2,14,1,13.6,10,Yes,2890093
3586,4,4,3,2,0,5.6,2,Semi,2520779
1715,4,4,2,18,0,28.5,3,Semi,1047139
2154,5,5,2,9,3,23.2,2,Semi,1939867
984,4,4,2,27,1,8.8,3,Semi,1007046
2575,4,5,3,28,0,18.1,1,Semi,817069
1213,4,4,1,14,3,21.9,8,Semi,2314180
1562,2,2,3,2,0,28.3,6,Semi,1693748
2476,5,5,1,5,1,26.6,2,Semi,1790902
1796,4,3,2,11,1,15.9,8,Semi,2355351
1754,5,5,1,14,1,23.5,6,No,1850718
2633,3,2,3,5,0,17.3,7,Semi,1819843
625,3,3,3,12,2,17.0,1,No,571146
3359,4,3,2,28,0,4.3,7,No,2033433
1036,5,5,1,18,2,4.7,3,Yes,2118247
2692,5,4,2,2,1,16.4,8,Semi,3134303
3783,5,5,2,7,3,8.8,6,Semi,3198229
2572,2,1,3,7,2,1.6,4,Semi,1984394
2103,3,3,1,22,1,22.0,8,Yes,1568075
3965,5,5,1,25,1,1.9,9,Semi,3023050
566,5,5,1,19,2,18.3,10,Yes,2442537
732,2,2,1,14,3,16.6,2,Semi,500000
2656,2,2,2,3,1,29.1,6,Yes,1811203
1669,5,4,2,18,2,15.0,5,Yes,2244942
2658,1,1,3,20,3,2.8,5,Yes,1963753
2775,5,5,2,2,3,17.0,10,No,3472025
610,5,5,2,12,1,25.4,3,No,1076194
1993,2,3,3,7,0,29.9,8,No,1497121
2581,2,1,3,22,0,13.5,8,No,1282620
1122,5,5,3,15,1,10.3,5,Yes,2296190
3940,5,4,2,12,3,27.3,8,No,2691458
3295,5,5,2,2,1,6.5,10,No,3685934
3142,2,1,3,15,2,18.8,8,No,1820435
2972,5,5,3,8,0,12.8,3,No,2190496
3160,5,4,3,27,2,2.2,2,No,1278247
2041,4,5,2,13,1,11.1,9,Yes,2855764
3239,1,1,2,12,1,8.7,2,Semi,921132
1805,3,2,1,20,3,20.9,9,No,1661448
3891,1,1,2,24,3,28.5,4,Semi,502813
2261,4,4,2,6,3,8.8,2,Semi,2037215
2475,3,3,2,14,2,24.5,10,No,2183124
2862,5,4,3,6,3,2.6,1,Semi,2351352
1376,4,4,2,5,1,16.6,4,Semi,1939337
2489,5,5,3,1,3,3.0,9,Semi,3810642
3948,2,3,1,8,0,28.1,9,Semi,2016339
1812,4,5,1,21,3,23.2,4,No,735072
1960,2,3,3,23,2,20.1,9,Yes,1589400
3209,4,4,3,16,0,24.9,6,Yes,1809710
2824,4,4,3,4,0,19.8,1,Yes,1782260
2233,2,2,2,11,0,29.1,10,No,1798340
2105,3,2,1,0,2,21.7,6,Yes,1995085
2026,1,1,3,9,1,27.8,9,Yes,1757374
3171,5,4,2,10,3,16.0,2,Yes,2287465
3063,4,4,1,15,0,4.4,6,No,2131521
3921,5,5,2,13,0,16.3,2,Semi,2026596
3390,2,3,1,7,0,4.7,4,Yes,1951970
2897,5,5,2,23,1,18.2,8,Semi,2295850
2130,2,2,1,16,1,15.0,7,Semi,1438794
3370,5,4,1,24,2,19.1,9,Yes,2779494
1660,1,1,2,17,1,1.3,7,Semi,1466395
1258,1,1,3,11,3,6.7,1,Semi,773175
3446,1,1,1,24,2,15.2,2,Semi,500000
742,1,1,3,16,2,28.6,6,Yes,993418
3090,1,1,2,27,3,12.1,7,No,825431
1563,1,1,3,25,3,13.3,3,Semi,500000
728,2,3,3,13,3,21.7,9,Semi,1880403
3095,4,4,3,15,2,18.5,7,Yes,2341063
1419,5,4,3,13,2,9.7,6,Semi,2563958
1746,1,2,3,8,2,12.9,6,Yes,1408713
505,2,2,1,3,3,7.3,1,Yes,1306525
3893,2,2,1,24,3,29.0,5,No,963517
967,2,2,1,22,0,4.8,10,Semi,1595303
2255,4,4,2,10,1,11.8,3,No,1292977
574,5,4,3,5,0,1.7,7,No,2275625
503,4,3,1,14,3,7.4,10,Semi,2468728
2370,3,3,2,4,2,23.6,3,Yes,1594697
1145,2,1,1,10,3,6.8,5,Yes,1627019
617,3,2,1,24,1,3.3,7,No,1176281
3428,1,1,3,17,0,14.8,3,No,644107
2129,1,2,2,29,0,1.3,10,Semi,1098983
3051,4,5,3,12,2,3.5,2,Semi,2339718
2521,5,5,3,10,0,24.4,6,No,2046934
1446,3,2,1,13,0,23.4,8,Yes,1468603
3121,5,5,3,27,3,27.5,4,Yes,1596720
1964,4,4,2,17,0,25.8,9,Semi,1666246
693,1,1,3,26,0,20.8,8,Yes,979725
1346,5,5,3,27,0,2.5,7,Semi,2297968
3262,5,4,3,30,2,23.7,7,Semi,2050819
1915,1,1,1,24,2,25.5,3,Semi,500000
3597,3,4,2,27,3,24.2,6,No,1124634
1958,1,1,1,18,0,15.7,5,Yes,1098308
2720,5,5,1,23,2,7.8,1,Semi,1565612
3871,3,4,1,26,2,25.5,3,Semi,993902
2168,3,2,1,14,3,22.1,1,Semi,643096
2873,1,1,1,8,1,29.4,4,No,500000
1933,5,4,2,7,0,5.5,10,No,3230921
1641,4,3,3,19,2,7.5,3,Semi,1312493
3383,5,5,1,27,3,7.1,4,Semi,2114822
2310,2,3,1,0,3,24.0,9,No,2354550
1223,4,4,2,3,3,6.4,3,Semi,2185288
724,3,4,2,13,2,2.9,6,Semi,2047415
1031,4,5,3,24,0,30.0,6,Semi,1427882
612,3,2,2,1,1,1.7,7,Semi,2080025
2687,3,3,3,15,0,25.2,9,Yes,2128270
1058,4,4,1,2,3,11.6,7,Semi,2469921
2548,3,4,1,25,3,25.4,1,Semi,500000
2637,3,3,3,7,1,17.1,8,No,2303700
1153,2,3,2,5,0,27.1,5,No,1230265
819,5,5,3,15,3,27.9,9,No,2532660
2073,5,5,2,23,3,1.3,10,Semi,3389986
2328,2,3,1,15,0,3.2,5,No,1054771
2417,4,3,2,6,3,8.3,5,No,2560713
638,1,2,3,29,0,20.4,2,Yes,500000
3392,1,1,3,12,3,26.8,3,No,1068661
2526,1,1,1,12,0,14.3,10,No,1496119
2806,2,1,2,4,1,18.6,9,No,1894536
1401,2,2,2,24,3,6.5,7,Yes,1350931
1189,3,2,2,19,1,24.3,1,No,500000
2539,1,1,1,21,3,29.1,3,Semi,500000
509,4,5,2,17,3,8.8,2,Semi,1215558
760,4,4,3,14,2,15.3,1,Semi,754755
2442,1,1,2,17,0,3.5,9,Semi,1761804
2173,1,2,1,1,1,17.2,8,Yes,2061391
2719,1,1,2,9,1,15.6,5,No,916769
3445,2,1,2,22,1,5.2,2,No,546291
2560,2,2,3,12,0,13.8,1,No,833856
1691,2,2,2,17,2,10.7,7,No,1766031
2119,5,5,3,14,1,16.1,2,No,1549822
820,4,5,3,30,0,18.0,1,No,500000
1842,4,4,1,11,3,1.2,2,Semi,1900355
2136,3,2,3,14,1,23.1,7,Semi,1711326
2876,2,3,3,12,1,21.7,7,Semi,1709608
3332,5,4,1,17,2,11.6,10,Semi,3309276
3324,5,5,3,14,1,2.5,6,No,2958123
2494,4,3,1,24,1,22.9,5,No,967791
3458,2,1,2,22,3,28.7,3,Semi,500000
2443,3,3,1,10,0,8.0,3,No,1567236
2538,2,1,3,18,0,10.4,9,No,1881388
3990,1,2,1,2,2,6.3,4,Semi,1806204
1618,2,3,3,6,3,17.7,9,Yes,2531844
2104,1,1,2,20,0,5.5,4,Semi,694135
2865,1,2,1,25,3,11.3,2,No,501908
735,3,3,2,13,0,21.2,4,Yes,892809
2469,4,4,3,13,3,17.2,6,Semi,2059267
833,2,3,3,21,2,12.2,6,Semi,1405895
2408,1,1,2,12,1,13.2,5,Yes,1412211
875,2,3,1,11,2,17.3,1,Semi,500000
1660,4,5,1,23,0,1.2,3,No,1188958
3135,4,3,3,8,2,3.3,5,Semi,2768362
2070,5,5,2,0,1,26.6,6,Semi,2338853
3060,4,5,2,18,2,3.3,1,Semi,1758274
1819,3,3,1,10,0,21.5,9,Semi,1867065
3891,1,1,1,22,0,27.7,3,Yes,500000
3465,5,4,1,21,2,8.8,10,Yes,3083281
2355,3,4,2,22,1,11.7,3,Yes,1358393
1872,2,1,1,23,2,17.5,2,Yes,500000
1372,1,2,1,21,1,26.6,8,Yes,915442
1752,4,4,3,18,3,28.3,3,No,1522284
2817,1,1,1,17,1,22.4,6,No,931162
2351,2,1,1,11,3,3.5,2,Semi,1167666
3345,5,4,2,22,2,20.4,7,Yes,2365543
1814,5,4,2,27,1,12.9,4,Semi,1716471
1224,5,5,3,27,3,14.7,9,Semi,2523176
3736,4,4,1,27,3,2.4,10,No,2476259
2552,3,3,3,26,3,6.5,9,No,2317671
3398,3,2,2,0,0,23.9,7,Semi,2347844
3950,1,2,3,18,2,14.2,8,No,2067189
577,4,4,2,27,3,9.7,3,Semi,1014091
3981,5,4,3,26,1,12.1,5,No,1898679
3121,5,5,3,19,3,25.8,2,No,1392253
631,2,2,1,28,0,22.7,10,Semi,911543
1100,2,1,3,29,2,8.9,7,Semi,1152416
2272,5,4,1,16,0,4.4,8,Semi,2416561
1565,5,5,1,4,0,8.3,9,No,2848673
2636,4,5,1,25,0,27.7,7,Yes,1247311
2949,3,3,1,2,1,17.9,10,Semi,2955021
2843,2,2,3,1,2,16.5,10,Semi,2412544
2363,3,2,2,30,2,18.3,8,Semi,1405300
1818,4,5,2,2,1,11.6,9,No,2940126
1115,5,5,2,7,2,24.4,6,Yes,2343945
3347,3,3,3,15,0,16.2,10,Semi,2454843
2969,5,5,1,5,2,4.4,2,Semi,2217299
2388,5,4,2,12,1,4.7,2,No,1773288
1546,1,1,3,29,0,16.6,4,Yes,500000
1074,3,3,1,22,1,28.2,9,Yes,1616048
2690,3,3,2,27,3,9.9,7,No,1585938
1492,5,4,1,21,0,26.2,2,No,500000
3212,4,5,2,21,0,23.2,8,Yes,2072999
2692,1,1,2,15,2,8.2,7,Semi,1878045
1748,5,5,2,27,0,2.1,9,Yes,2467694
3554,2,3,1,15,1,4.0,8,Semi,2187223
1002,2,1,3,2,2,22.1,3,Semi,1272724
2497,1,1,1,27,3,6.8,1,Semi,500000
1320,4,3,2,12,1,11.8,2,No,1132804
2651,5,5,1,13,3,15.5,2,Semi,2007690
3610,3,3,3,7,3,22.0,4,Yes,2422925
2470,1,2,1,11,3,4.3,6,No,1485901
697,4,4,3,22,0,12.8,4,Semi,1456037
2169,3,3,3,22,1,15.1,9,Semi,1892245
3126,2,1,1,21,1,16.7,4,Semi,600713
2938,2,3,2,20,0,24.7,6,Yes,1306260
1702,3,3,3,25,2,6.0,6,Yes,1552998
3101,1,2,1,7,3,24.4,10,No,2038142
1971,2,3,3,20,1,21.1,10,Yes,2514217
3586,5,5,2,24,0,17.1,1,Yes,1656988
2146,3,2,1,8,3,21.3,8,Yes,2114898
2192,3,4,1,0,2,12.9,3,Semi,2081456
1812,2,3,1,5,2,5.0,6,Yes,1978486
2535,1,1,2,22,3,20.3,3,No,500000
977,5,5,3,18,2,16.2,2,No,1356970
1754,1,1,1,22,1,19.5,5,Yes,544021
1422,4,4,3,10,1,10.8,1,No,1103165
919,4,3,3,10,1,27.3,9,No,1857754
2704,2,2,2,22,2,18.0,7,Yes,1480694
3097,2,2,1,29,1,3.5,3,Yes,1202515
1620,2,2,3,12,0,14.0,4,No,758798
3568,4,4,1,10,1,22.9,6,Yes,1990251
3544,1,1,1,17,1,24.0,3,Semi,500000
3982,1,1,2,22,2,15.3,7,Semi,1561418
1450,2,1,1,14,1,26.9,6,Yes,997787
2836,5,5,1,0,3,8.8,9,Semi,3624962
1777,1,1,3,20,0,12.9,5,No,565411
2743,4,5,2,24,2,27.1,4,No,1357939
3145,3,4,1,6,0,27.0,3,Semi,1489940
2357,3,2,3,22,3,20.9,10,Semi,1975444
1016,3,2,2,26,2,25.9,1,Yes,500000
2158,5,4,2,12,2,3.6,3,Yes,2128858
2365,2,2,3,11,1,26.1,3,Semi,1046372
3412,4,4,3,17,0,10.3,7,Yes,2253691
1641,5,5,3,23,3,6.2,7,No,2697251
3353,4,5,3,18,3,7.9,1,No,1673937
2432,4,3,3,14,2,13.1,3,Yes,1885976
3730,2,2,1,7,1,8.3,8,No,2315208
1314,3,4,1,18,2,10.3,9,No,1845957
2775,2,3,2,9,2,4.9,7,Semi,2189218
2400,5,5,1,6,2,9.6,7,Semi,2905755
2763,5,5,1,17,2,17.6,8,Yes,2508670
3495,5,4,1,15,3,13.8,6,No,2176924
2562,2,3,3,19,3,11.1,3,No,1022659
3728,4,3,2,26,2,22.6,1,No,983686
3832,4,4,2,5,2,26.9,7,Semi,2603886
3728,1,2,2,26,1,22.9,1,Semi,500000
2594,5,5,2,8,2,10.6,1,Semi,2169017
2871,4,4,1,20,3,22.6,9,Yes,2248984
3391,1,1,1,12,0,5.4,10,Yes,1844306
629,4,5,3,24,3,4.8,7,No,2158646
3982,5,5,2,30,1,11.0,4,Semi,2148082
594,3,4,1,20,3,24.4,6,Semi,1247367
3174,5,4,1,25,0,8.1,1,Yes,1024099
3302,2,2,3,7,2,2.8,7,Yes,2605120
2455,4,3,3,15,0,4.8,6,No,1997476
3863,4,5,3,12,2,25.9,4,Semi,2145918
1293,2,3,1,12,2,19.4,7,Semi,1295232
2334,2,1,1,16,3,8.3,3,No,852594
3854,3,3,3,22,3,17.1,1,No,800605
2616,4,4,2,19,3,16.3,4,Semi,1758299
2183,4,5,3,4,1,20.0,3,Semi,1724019
510,3,4,3,21,3,7.8,1,No,920536
3825,1,1,3,20,1,26.1,2,Semi,500000
2365,3,2,3,27,3,10.0,5,No,705245
3419,5,4,1,16,2,21.1,8,Semi,2600796
3097,4,3,2,27,1,1.5,1,No,1153887
3705,2,2,3,8,0,11.8,4,No,1805430
1211,5,5,2,1,1,11.2,4,Semi,1986759
2570,4,5,2,24,1,16.8,5,No,1414781
1314,3,2,2,25,0,3.1,7,Semi,1417707
845,5,5,3,17,1,23.9,8,No,2112507
2849,4,5,1,8,2,7.3,6,Semi,2357001
862,1,1,3,5,3,20.6,1,No,502823
2943,1,2,2,10,0,24.3,7,Semi,1219320
2765,2,2,2,24,3,17.3,3,Yes,611286
2688,4,5,1,28,2,22.5,6,No,1276217
3505,1,1,3,5,0,20.2,8,Semi,1913488
3781,3,4,2,5,3,11.3,7,No,2386686
1484,4,3,1,12,3,24.5,10,Semi,2359289
3540,3,3,2,10,2,9.5,6,No,2240708
2139,3,2,1,13,3,17.6,9,Semi,2004325
1327,1,2,1,1,2,22.6,9,Semi,1464524
3230,4,5,3,7,1,12.0,1,Yes,1826509
3551,5,5,2,2,2,9.8,1,Semi,2342453
855,1,1,3,22,1,14.3,1,Semi,500000
3555,1,1,2,20,0,24.7,8,Semi,1042323
1847,4,4,3,2,3,28.0,10,Yes,3185573
3704,4,5,2,0,2,16.8,7,Yes,3157576
3435,3,4,3,23,2,20.2,3,No,1154220
2363,4,4,1,18,3,27.2,2,Yes,1141403
626,3,2,2,17,3,3.9,4,Semi,1502592
3677,1,1,2,16,0,7.7,3,Yes,1322167
3556,2,2,1,19,0,21.6,7,Yes,1501028
1103,5,5,3,28,2,24.9,10,No,2050626
3949,1,2,2,23,0,25.9,8,Semi,1199641
2428,4,4,2,12,1,13.0,6,No,2309071
1513,5,5,3,2,0,3.6,3,No,2418065
550,2,1,1,29,0,13.7,6,No,500000
3600,2,2,3,0,2,7.7,2,Semi,1810065
3867,3,2,3,3,1,9.4,7,No,2295658
3868,5,5,3,24,0,23.4,10,No,2420809
3326,3,3,2,12,1,3.2,7,Semi,2307377
1930,1,1,1,16,1,25.0,4,No,521215
2292,5,5,1,27,1,13.4,8,No,2135114
3361,1,1,3,29,3,18.3,4,No,500000
2136,3,2,2,10,3,3.6,7,Semi,2439994
3976,5,4,3,1,3,10.8,4,Semi,2977355
3917,3,4,2,24,3,3.6,5,No,2259279
2145,5,5,2,15,2,28.9,7,Yes,2218534
2967,3,4,2,1,0,24.4,10,Semi,2412060
1705,2,2,2,28,3,14.3,3,No,500000
3530,3,3,1,18,2,7.5,10,No,2407932
3372,2,3,2,22,0,28.1,5,Semi,642679
3572,3,3,2,18,3,11.0,3,Semi,1713424
2354,5,5,3,24,0,5.7,5,No,2217669
1066,5,4,3,15,3,17.3,3,No,1372333
2918,5,4,1,21,2,28.4,10,Yes,2635328
1435,4,4,3,18,1,1.1,7,No,2091606
2434,1,2,2,8,1,7.9,1,Semi,886171
3208,5,5,3,0,0,28.2,9,Yes,3219081
3516,2,3,1,9,2,6.0,9,Semi,2583432
1832,5,5,3,18,1,4.3,5,No,2277415
3708,4,5,3,0,3,17.5,9,Semi,3325587
701,2,1,1,1,1,26.0,10,No,1823974
2860,4,4,1,15,0,14.8,6,Semi,2000438
616,2,2,2,11,0,29.8,5,Semi,761285
1436,3,2,3,7,2,20.7,3,Yes,1265568
1074,1,1,2,22,0,3.1,8,Yes,1075161
2791,1,1,3,17,1,29.8,4,Yes,875268
1036,4,4,3,1,1,12.8,10,Yes,2923085
2125,1,1,2,24,1,9.3,3,Semi,500000
2622,4,4,3,28,1,17.2,6,Semi,1795379
885,4,3,3,12,2,9.8,8,Semi,2281476
3781,4,5,3,5,3,3.5,9,Semi,3908694
974,1,2,1,20,3,1.0,6,Yes,1301440
917,4,3,2,25,2,14.0,5,No,880125
2894,1,1,1,5,0,25.3,2,Yes,720771
3187,4,5,2,8,3,17.6,2,Yes,2179353
1438,5,5,2,15,0,30.0,9,Yes,2747676
1454,4,3,3,10,3,9.3,2,Yes,1649100
1375,2,2,2,6,0,9.1,2,No,844668
1262,4,4,1,30,2,5.6,3,No,805604
1702,3,3,1,9,1,5.8,3,No,1340713
1705,4,4,1,9,0,9.3,4,No,1616496
1163,2,2,2,29,1,24.0,7,Semi,500000
524,2,3,1,24,0,27.3,9,Yes,1066103
2490,1,1,2,19,0,29.3,2,Yes,500000
1703,5,5,1,17,0,7.7,4,Semi,2051227
1209,4,3,1,27,0,26.6,9,No,1010880
2379,1,1,2,23,0,10.5,2,No,500000
1684,5,4,1,19,1,4.3,10,No,2630277
2724,4,4,3,28,0,26.2,1,Semi,804160
784,3,3,2,8,1,19.4,10,Semi,2156902
562,4,4,2,30,2,5.8,8,No,1505642
1502,2,2,2,14,3,13.5,9,No,1765426
1161,2,2,3,3,0,9.3,7,No,1541862
3213,3,3,2,30,3,22.4,8,Semi,1568264
2703,1,1,1,7,1,14.1,4,Semi,1090017
1992,5,5,1,8,2,29.7,4,Semi,1794290
3620,4,4,1,12,2,2.6,2,Semi,2256028
1466,2,1,2,8,2,11.3,8,Yes,1944536
1348,1,1,1,25,3,15.0,2,No,500000
1607,3,3,2,3,1,15.6,9,Semi,3042192
3932,2,2,1,16,0,10.2,4,Semi,1158450
1188,3,3,3,15,0,22.1,1,Semi,730714
647,4,4,3,14,1,26.4,4,Yes,1095696
841,5,4,3,2,3,28.2,3,Semi,1860518
3023,2,3,3,24,0,24.3,6,Semi,943622
1586,2,3,2,19,1,25.7,7,No,500000
2224,4,3,1,4,0,17.0,8,Semi,2254414
1883,1,1,3,22,2,25.0,2,No,500000
3108,5,5,2,4,0,9.8,6,No,2715041
826,2,1,3,19,3,12.6,6,Semi,1202440
2292,5,4,3,14,1,10.2,10,Semi,2949049
2259,2,3,2,17,3,14.6,5,No,1349067
3712,5,5,2,14,1,9.3,10,Semi,3336280
1489,3,2,1,1,2,28.9,10,Semi,2134188
2762,2,2,1,28,1,10.1,7,No,1053920
2982,5,5,3,12,0,3.8,3,Semi,2180902
1451,1,1,3,3,0,16.3,4,Semi,1125680
1222,3,4,1,9,2,2.7,10,Semi,2656520
3889,3,4,1,12,1,4.2,9,Semi,2749531
2579,1,1,2,9,2,7.4,4,No,1296433
3217,5,4,1,28,0,14.5,3,Semi,1294712
2832,4,5,1,30,3,13.6,2,Yes,1194080
3876,1,2,3,8,2,24.2,5,Semi,1737799
928,5,5,1,7,3,22.4,4,No,1577980
2000,1,2,3,2,3,13.4,8,Semi,1999335
785,1,2,1,15,1,10.7,7,Yes,1359104
3715,2,3,2,30,2,10.2,6,No,1638904
3995,5,5,1,13,3,23.4,2,Yes,1955168
3590,4,4,1,8,3,2.5,3,Yes,2608008
2565,2,2,1,29,1,1.4,10,No,1467075
1268,1,1,3,20,1,24.1,9,Yes,1008523
3137,1,1,2,10,0,14.8,9,Semi,1978456
1894,1,2,1,2,3,4.8,5,Yes,1966757
3746,5,5,3,4,0,7.8,3,Semi,2868661
3557,5,4,2,28,3,28.0,2,Semi,1355796
693,2,1,3,9,0,25.9,8,Semi,836121
